"Borough","Hour","Date","Cars_And_Taxis","Motorbikes","Buses_and_Coaches","LGVs","HGVs","All_Vehicles"
"Ealing","10:00:00","2018-09-26",68,0,0,18,3,89
"Hillingdon","10:00:00","2018-09-26",117,2,0,29,3,151
"Kingston upon Thames","10:00:00","2018-09-26",106,3,4,22,2,137
"Lambeth","10:00:00","2018-09-26",135,5,0,54,2,196
"Richmond upon Thames","10:00:00","2018-09-26",1018,17,100,236,27,1398
"Bromley","11:00:00","2018-09-26",282,2,0,44,3,331
"Camden","11:00:00","2018-09-26",144,33,3,68,5,253
"Croydon","11:00:00","2018-09-26",368,4,16,79,5,472
"Ealing","11:00:00","2018-09-26",62,0,0,13,3,78
"Hillingdon","11:00:00","2018-09-26",121,2,0,21,0,144
"Kingston upon Thames","11:00:00","2018-09-26",97,1,4,19,1,122
"Lambeth","11:00:00","2018-09-26",121,8,0,49,2,180
"Richmond upon Thames","11:00:00","2018-09-26",970,20,91,250,31,1362
"Bromley","12:00:00","2018-09-26",271,0,0,38,5,314
"Camden","12:00:00","2018-09-26",120,40,0,49,7,216
"Croydon","12:00:00","2018-09-26",391,6,16,70,11,494
"Ealing","12:00:00","2018-09-26",121,0,0,23,4,148
"Hillingdon","12:00:00","2018-09-26",155,3,0,24,4,186
"Kingston upon Thames","12:00:00","2018-09-26",99,4,4,20,4,131
"Lambeth","12:00:00","2018-09-26",131,9,0,53,3,196
"Richmond upon Thames","12:00:00","2018-09-26",984,24,96,222,10,1336
"Bromley","13:00:00","2018-09-26",288,5,0,40,2,335
"Camden","13:00:00","2018-09-26",142,39,2,69,5,257
"Croydon","13:00:00","2018-09-26",465,9,18,97,3,592
"Ealing","13:00:00","2018-09-26",132,0,0,28,4,164
"Hillingdon","13:00:00","2018-09-26",162,1,2,23,2,190
"Kingston upon Thames","13:00:00","2018-09-26",77,3,4,15,3,102
"Lambeth","13:00:00","2018-09-26",122,8,0,42,2,174
"Richmond upon Thames","13:00:00","2018-09-26",932,28,98,169,17,1244
"Bromley","14:00:00","2018-09-26",344,1,0,38,1,384
"Camden","14:00:00","2018-09-26",160,40,1,65,6,272
"Croydon","14:00:00","2018-09-26",405,5,15,81,8,514
"Ealing","14:00:00","2018-09-26",135,2,0,26,2,165
"Hillingdon","14:00:00","2018-09-26",199,2,0,29,2,232
"Kingston upon Thames","14:00:00","2018-09-26",98,1,5,17,1,122
"Lambeth","14:00:00","2018-09-26",94,16,0,31,3,144
"Richmond upon Thames","14:00:00","2018-09-26",1032,31,99,194,24,1380
"Bromley","15:00:00","2018-09-26",424,0,0,47,2,473
"Camden","15:00:00","2018-09-26",217,26,1,93,9,346
"Croydon","15:00:00","2018-09-26",425,9,15,96,9,554
"Ealing","15:00:00","2018-09-26",152,0,0,27,1,180
"Hillingdon","15:00:00","2018-09-26",337,4,2,31,0,374
"Kingston upon Thames","15:00:00","2018-09-26",192,1,4,19,0,216
"Lambeth","15:00:00","2018-09-26",93,4,1,38,2,138
"Richmond upon Thames","15:00:00","2018-09-26",1220,26,105,194,6,1551
"Bromley","16:00:00","2018-09-26",374,3,0,45,0,422
"Camden","16:00:00","2018-09-26",214,40,1,89,8,352
"Croydon","16:00:00","2018-09-26",470,9,18,84,4,585
"Ealing","16:00:00","2018-09-26",143,1,0,26,1,171
"Hillingdon","16:00:00","2018-09-26",247,7,2,28,2,286
"Kingston upon Thames","16:00:00","2018-09-26",141,0,4,20,0,165
"Lambeth","16:00:00","2018-09-26",118,11,1,28,0,158
"Richmond upon Thames","16:00:00","2018-09-26",1301,36,92,200,3,1632
"Bromley","17:00:00","2018-09-26",423,2,1,43,0,469
"Camden","17:00:00","2018-09-26",234,62,2,76,3,377
"Croydon","17:00:00","2018-09-26",697,24,24,106,4,855
"Ealing","17:00:00","2018-09-26",153,3,0,15,0,171
"Hillingdon","17:00:00","2018-09-26",339,2,0,29,0,370
"Kingston upon Thames","17:00:00","2018-09-26",128,1,4,18,0,151
"Lambeth","17:00:00","2018-09-26",107,18,0,22,1,148
"Richmond upon Thames","17:00:00","2018-09-26",1444,57,95,153,1,1750
"Bromley","18:00:00","2018-09-26",565,10,0,35,2,612
"Camden","18:00:00","2018-09-26",248,39,2,28,4,321
"Croydon","18:00:00","2018-09-26",558,18,18,80,1,675
"Ealing","18:00:00","2018-09-26",178,0,0,37,1,216
"Hillingdon","18:00:00","2018-09-26",248,2,0,20,0,270
"Kingston upon Thames","18:00:00","2018-09-26",118,0,4,10,0,132
"Lambeth","18:00:00","2018-09-26",136,18,0,19,0,173
"Richmond upon Thames","18:00:00","2018-09-26",1466,69,100,117,3,1755
"Barking and Dagenham","07:00:00","2018-09-27",3,0,0,2,0,5
"Brent","07:00:00","2018-09-27",98,2,0,19,1,120
"Camden","07:00:00","2018-09-27",723,81,124,330,66,1324
"Croydon","07:00:00","2018-09-27",648,6,28,169,14,865
"Greenwich","07:00:00","2018-09-27",77,1,0,16,1,95
"Richmond upon Thames","07:00:00","2018-09-27",287,5,5,66,1,364
"Southwark","07:00:00","2018-09-27",621,99,112,227,23,1082
"Westminster","07:00:00","2018-09-27",1263,101,122,549,106,2141
"Barking and Dagenham","08:00:00","2018-09-27",8,0,0,1,0,9
"Brent","08:00:00","2018-09-27",159,2,1,24,2,188
"Camden","08:00:00","2018-09-27",776,119,124,303,44,1366
"Croydon","08:00:00","2018-09-27",720,7,28,155,8,918
"Greenwich","08:00:00","2018-09-27",118,0,2,25,1,146
"Richmond upon Thames","08:00:00","2018-09-27",378,6,6,67,7,464
"Southwark","08:00:00","2018-09-27",691,97,97,162,23,1070
"Westminster","08:00:00","2018-09-27",1247,116,128,420,71,1982
"Barking and Dagenham","09:00:00","2018-09-27",7,0,0,1,0,8
"Brent","09:00:00","2018-09-27",67,1,0,5,0,73
"Camden","09:00:00","2018-09-27",822,80,124,325,53,1404
"Croydon","09:00:00","2018-09-27",504,5,32,85,9,635
"Greenwich","09:00:00","2018-09-27",131,2,0,31,1,165
"Richmond upon Thames","09:00:00","2018-09-27",340,0,7,77,7,431
"Southwark","09:00:00","2018-09-27",688,65,107,174,35,1069
"Westminster","09:00:00","2018-09-27",1127,66,145,413,107,1858
"Barking and Dagenham","10:00:00","2018-09-27",3,0,0,3,0,6
"Brent","10:00:00","2018-09-27",64,2,0,10,0,76
"Camden","10:00:00","2018-09-27",814,66,116,351,59,1406
"Croydon","10:00:00","2018-09-27",411,8,27,103,8,557
"Greenwich","10:00:00","2018-09-27",85,5,0,37,3,130
"Richmond upon Thames","10:00:00","2018-09-27",190,2,5,51,3,251
"Southwark","10:00:00","2018-09-27",581,36,104,199,25,945
"Westminster","10:00:00","2018-09-27",1091,74,135,451,75,1826
"Barking and Dagenham","11:00:00","2018-09-27",2,0,0,2,0,4
"Brent","11:00:00","2018-09-27",72,1,0,28,1,102
"Camden","11:00:00","2018-09-27",675,75,110,368,45,1273
"Croydon","11:00:00","2018-09-27",389,7,25,120,17,558
"Greenwich","11:00:00","2018-09-27",112,0,1,29,2,144
"Richmond upon Thames","11:00:00","2018-09-27",182,2,4,39,1,228
"Southwark","11:00:00","2018-09-27",569,40,89,165,32,895
"Westminster","11:00:00","2018-09-27",1035,59,124,398,80,1696
"Barking and Dagenham","12:00:00","2018-09-27",3,0,0,3,0,6
"Brent","12:00:00","2018-09-27",83,10,0,20,0,113
"Camden","12:00:00","2018-09-27",645,53,110,311,43,1162
"Croydon","12:00:00","2018-09-27",437,12,30,116,20,615
"Greenwich","12:00:00","2018-09-27",116,1,1,36,3,157
"Richmond upon Thames","12:00:00","2018-09-27",222,3,8,47,9,289
"Southwark","12:00:00","2018-09-27",573,46,91,198,36,944
"Westminster","12:00:00","2018-09-27",1113,70,111,422,80,1796
"Barking and Dagenham","13:00:00","2018-09-27",4,0,0,3,0,7
"Brent","13:00:00","2018-09-27",72,4,0,16,0,92
"Camden","13:00:00","2018-09-27",730,75,114,356,43,1318
"Croydon","13:00:00","2018-09-27",464,12,30,115,7,628
"Greenwich","13:00:00","2018-09-27",92,3,1,28,7,131
"Richmond upon Thames","13:00:00","2018-09-27",203,5,6,35,3,252
"Southwark","13:00:00","2018-09-27",620,54,103,197,20,994
"Westminster","13:00:00","2018-09-27",1243,57,126,454,79,1959
"Barking and Dagenham","14:00:00","2018-09-27",3,0,0,2,0,5
"Brent","14:00:00","2018-09-27",99,4,0,17,0,120
"Camden","14:00:00","2018-09-27",697,90,111,294,38,1230
"Croydon","14:00:00","2018-09-27",485,7,24,131,5,652
"Greenwich","14:00:00","2018-09-27",87,6,0,32,2,127
"Richmond upon Thames","14:00:00","2018-09-27",219,2,5,33,1,260
"Southwark","14:00:00","2018-09-27",614,40,103,189,21,967
"Westminster","14:00:00","2018-09-27",1383,62,121,405,79,2050
"Barking and Dagenham","15:00:00","2018-09-27",5,0,0,3,0,8
"Brent","15:00:00","2018-09-27",124,1,1,20,1,147
"Camden","15:00:00","2018-09-27",828,75,121,341,28,1393
"Croydon","15:00:00","2018-09-27",675,5,20,165,3,868
"Greenwich","15:00:00","2018-09-27",158,5,14,24,0,201
"Richmond upon Thames","15:00:00","2018-09-27",271,7,8,50,0,336
"Southwark","15:00:00","2018-09-27",698,55,104,195,18,1070
"Westminster","15:00:00","2018-09-27",1383,86,145,509,41,2164
"Barking and Dagenham","16:00:00","2018-09-27",4,0,0,2,0,6
"Brent","16:00:00","2018-09-27",123,0,0,23,4,150
"Camden","16:00:00","2018-09-27",860,124,121,310,21,1436
"Croydon","16:00:00","2018-09-27",723,8,26,167,8,932
"Greenwich","16:00:00","2018-09-27",125,3,0,20,1,149
"Richmond upon Thames","16:00:00","2018-09-27",302,6,3,52,0,363
"Southwark","16:00:00","2018-09-27",760,71,116,187,10,1144
"Westminster","16:00:00","2018-09-27",1500,112,135,431,33,2211
"Barking and Dagenham","17:00:00","2018-09-27",4,0,0,1,0,5
"Brent","17:00:00","2018-09-27",170,8,0,34,0,212
"Camden","17:00:00","2018-09-27",808,148,108,254,20,1338
"Croydon","17:00:00","2018-09-27",712,16,15,145,7,895
"Greenwich","17:00:00","2018-09-27",116,9,0,22,1,148
"Richmond upon Thames","17:00:00","2018-09-27",298,9,6,38,0,351
"Southwark","17:00:00","2018-09-27",685,95,88,142,7,1017
"Westminster","17:00:00","2018-09-27",1221,89,128,339,31,1808
"Barking and Dagenham","18:00:00","2018-09-27",4,0,0,1,0,5
"Brent","18:00:00","2018-09-27",167,10,0,18,1,196
"Camden","18:00:00","2018-09-27",1086,171,128,260,17,1662
"Croydon","18:00:00","2018-09-27",807,5,20,115,2,949
"Greenwich","18:00:00","2018-09-27",138,5,0,11,0,154
"Richmond upon Thames","18:00:00","2018-09-27",402,6,4,30,1,443
"Southwark","18:00:00","2018-09-27",754,110,96,145,8,1113
"Westminster","18:00:00","2018-09-27",1248,84,127,212,29,1700
"Bexley","07:00:00","2018-09-28",1592,31,27,480,338,2468
"Camden","07:00:00","2018-09-28",49,19,0,33,14,115
"Croydon","07:00:00","2018-09-28",1025,17,36,258,14,1350
"Hackney","07:00:00","2018-09-28",47,3,0,28,0,78
"Harrow","07:00:00","2018-09-28",783,4,14,139,17,957
"Hounslow","07:00:00","2018-09-28",444,11,42,130,7,634
"Lambeth","07:00:00","2018-09-28",813,182,271,443,74,1783
"Waltham Forest","07:00:00","2018-09-28",1341,32,40,347,51,1811
"Bexley","08:00:00","2018-09-28",1322,18,23,431,316,2110
"Camden","08:00:00","2018-09-28",71,17,0,50,13,151
"Croydon","08:00:00","2018-09-28",1132,17,37,190,20,1396
"Hackney","08:00:00","2018-09-28",68,1,2,9,2,82
"Harrow","08:00:00","2018-09-28",1057,6,9,110,21,1203
"Hounslow","08:00:00","2018-09-28",465,14,36,79,12,606
"Lambeth","08:00:00","2018-09-28",854,229,274,437,62,1856
"Waltham Forest","08:00:00","2018-09-28",1308,23,44,280,61,1716
"Bexley","09:00:00","2018-09-28",1237,15,32,475,381,2140
"Camden","09:00:00","2018-09-28",82,30,0,50,10,172
"Croydon","09:00:00","2018-09-28",1088,26,32,255,27,1428
"Hackney","09:00:00","2018-09-28",79,2,0,27,2,110
"Harrow","09:00:00","2018-09-28",888,7,11,112,14,1032
"Hounslow","09:00:00","2018-09-28",504,13,46,129,19,711
"Lambeth","09:00:00","2018-09-28",1002,166,298,462,41,1969
"Waltham Forest","09:00:00","2018-09-28",1238,23,32,368,65,1726
"Bexley","10:00:00","2018-09-28",1220,18,21,454,350,2063
"Camden","10:00:00","2018-09-28",109,28,0,54,8,199
"Croydon","10:00:00","2018-09-28",967,23,26,246,18,1280
"Hackney","10:00:00","2018-09-28",76,3,0,32,2,113
"Harrow","10:00:00","2018-09-28",816,6,9,108,21,960
"Hounslow","10:00:00","2018-09-28",381,14,42,122,16,575
"Lambeth","10:00:00","2018-09-28",995,95,291,389,60,1830
"Waltham Forest","10:00:00","2018-09-28",1310,21,34,401,91,1857
"Bexley","11:00:00","2018-09-28",1133,12,18,418,313,1894
"Camden","11:00:00","2018-09-28",84,22,0,69,0,175
"Croydon","11:00:00","2018-09-28",967,24,29,255,27,1302
"Hackney","11:00:00","2018-09-28",61,6,0,48,0,115
"Harrow","11:00:00","2018-09-28",793,4,13,137,29,976
"Hounslow","11:00:00","2018-09-28",440,8,35,98,13,594
"Lambeth","11:00:00","2018-09-28",959,92,236,429,37,1753
"Waltham Forest","11:00:00","2018-09-28",1381,26,32,378,85,1902
"Bexley","12:00:00","2018-09-28",1212,23,21,427,303,1986
"Camden","12:00:00","2018-09-28",118,18,0,73,2,211
"Croydon","12:00:00","2018-09-28",1086,32,29,250,24,1421
"Hackney","12:00:00","2018-09-28",72,3,0,29,0,104
"Harrow","12:00:00","2018-09-28",884,6,10,126,20,1046
"Hounslow","12:00:00","2018-09-28",576,12,45,110,14,757
"Lambeth","12:00:00","2018-09-28",1065,96,230,428,38,1857
"Waltham Forest","12:00:00","2018-09-28",1330,32,34,319,80,1795
"Bexley","13:00:00","2018-09-28",1385,19,17,414,329,2164
"Camden","13:00:00","2018-09-28",111,29,0,66,5,211
"Croydon","13:00:00","2018-09-28",1135,30,29,249,19,1462
"Hackney","13:00:00","2018-09-28",51,10,0,18,3,82
"Harrow","13:00:00","2018-09-28",841,3,11,126,12,993
"Hounslow","13:00:00","2018-09-28",586,15,35,102,6,744
"Lambeth","13:00:00","2018-09-28",963,111,256,388,49,1767
"Waltham Forest","13:00:00","2018-09-28",1363,32,36,319,67,1817
"Bexley","14:00:00","2018-09-28",1402,23,19,415,343,2202
"Camden","14:00:00","2018-09-28",112,28,0,71,11,222
"Croydon","14:00:00","2018-09-28",1181,41,30,257,24,1533
"Hackney","14:00:00","2018-09-28",61,7,0,25,1,94
"Harrow","14:00:00","2018-09-28",890,9,12,112,17,1040
"Hounslow","14:00:00","2018-09-28",463,15,35,96,5,614
"Lambeth","14:00:00","2018-09-28",1047,117,245,360,47,1816
"Waltham Forest","14:00:00","2018-09-28",1467,21,49,290,53,1880
"Bexley","15:00:00","2018-09-28",1546,28,28,424,350,2376
"Camden","15:00:00","2018-09-28",101,24,0,67,1,193
"Croydon","15:00:00","2018-09-28",1213,32,32,246,21,1544
"Hackney","15:00:00","2018-09-28",117,4,0,15,0,136
"Harrow","15:00:00","2018-09-28",1000,8,12,119,17,1156
"Hounslow","15:00:00","2018-09-28",610,20,40,111,8,789
"Lambeth","15:00:00","2018-09-28",1101,152,251,383,31,1918
"Waltham Forest","15:00:00","2018-09-28",1599,29,38,274,45,1985
"Bexley","16:00:00","2018-09-28",1804,28,21,445,189,2487
"Camden","16:00:00","2018-09-28",97,24,0,41,0,162
"Croydon","16:00:00","2018-09-28",1266,49,28,248,7,1598
"Hackney","16:00:00","2018-09-28",83,8,1,20,1,113
"Harrow","16:00:00","2018-09-28",971,10,16,134,11,1142
"Hounslow","16:00:00","2018-09-28",568,14,45,80,4,711
"Lambeth","16:00:00","2018-09-28",1077,176,298,324,15,1890
"Waltham Forest","16:00:00","2018-09-28",1835,46,41,325,31,2278
"Bexley","17:00:00","2018-09-28",1900,42,14,327,143,2426
"Camden","17:00:00","2018-09-28",115,25,0,50,3,193
"Croydon","17:00:00","2018-09-28",1354,34,35,187,7,1617
"Hackney","17:00:00","2018-09-28",95,7,0,16,0,118
"Harrow","17:00:00","2018-09-28",1062,12,9,103,3,1189
"Hounslow","17:00:00","2018-09-28",656,27,32,59,1,775
"Lambeth","17:00:00","2018-09-28",1146,211,266,247,15,1885
"Waltham Forest","17:00:00","2018-09-28",1853,33,43,267,11,2207
"Bexley","18:00:00","2018-09-28",1963,29,15,273,159,2439
"Camden","18:00:00","2018-09-28",100,22,1,34,3,160
"Croydon","18:00:00","2018-09-28",1260,56,41,161,4,1522
"Hackney","18:00:00","2018-09-28",116,4,0,15,0,135
"Harrow","18:00:00","2018-09-28",1077,10,13,65,1,1166
"Hounslow","18:00:00","2018-09-28",704,28,41,46,2,821
"Lambeth","18:00:00","2018-09-28",1372,209,278,195,13,2067
"Waltham Forest","18:00:00","2018-09-28",1887,37,37,223,9,2193
"Bromley","07:00:00","2018-10-01",159,0,7,35,0,201
"Greenwich","07:00:00","2018-10-01",913,64,20,185,13,1195
"Hillingdon","07:00:00","2018-10-01",80,0,0,6,0,86
"Islington","07:00:00","2018-10-01",57,2,0,14,3,76
"Lambeth","07:00:00","2018-10-01",125,0,0,30,0,155
"Richmond upon Thames","07:00:00","2018-10-01",159,2,0,18,1,180
"Sutton","07:00:00","2018-10-01",109,0,0,6,0,115
"Westminster","07:00:00","2018-10-01",1084,113,92,592,113,1994
"Bromley","08:00:00","2018-10-01",205,1,7,38,0,251
"Greenwich","08:00:00","2018-10-01",1054,41,27,164,15,1301
"Hillingdon","08:00:00","2018-10-01",197,0,1,7,3,208
"Islington","08:00:00","2018-10-01",55,7,0,12,1,75
"Lambeth","08:00:00","2018-10-01",224,1,1,30,1,257
"Richmond upon Thames","08:00:00","2018-10-01",245,5,0,22,1,273
"Sutton","08:00:00","2018-10-01",145,0,0,9,0,154
"Westminster","08:00:00","2018-10-01",1086,108,85,447,80,1806
"Bromley","09:00:00","2018-10-01",122,0,6,19,0,147
"Greenwich","09:00:00","2018-10-01",939,19,34,135,11,1138
"Hillingdon","09:00:00","2018-10-01",40,0,0,9,3,52
"Islington","09:00:00","2018-10-01",61,1,0,13,2,77
"Lambeth","09:00:00","2018-10-01",82,0,2,18,0,102
"Richmond upon Thames","09:00:00","2018-10-01",136,6,0,22,0,164
"Sutton","09:00:00","2018-10-01",85,0,0,12,1,98
"Westminster","09:00:00","2018-10-01",1041,78,100,360,82,1661
"Bromley","10:00:00","2018-10-01",90,2,5,16,1,114
"Greenwich","10:00:00","2018-10-01",792,16,20,146,15,989
"Hillingdon","10:00:00","2018-10-01",28,0,0,3,1,32
"Islington","10:00:00","2018-10-01",36,2,0,15,2,55
"Lambeth","10:00:00","2018-10-01",71,6,0,16,0,93
"Richmond upon Thames","10:00:00","2018-10-01",92,0,0,21,0,113
"Sutton","10:00:00","2018-10-01",63,0,0,9,1,73
"Westminster","10:00:00","2018-10-01",975,52,127,405,75,1634
"Bromley","11:00:00","2018-10-01",87,0,6,14,1,108
"Greenwich","11:00:00","2018-10-01",707,18,24,165,17,931
"Hillingdon","11:00:00","2018-10-01",46,0,0,8,1,55
"Islington","11:00:00","2018-10-01",40,7,1,13,3,64
"Lambeth","11:00:00","2018-10-01",63,3,0,18,0,84
"Richmond upon Thames","11:00:00","2018-10-01",113,0,0,18,4,135
"Sutton","11:00:00","2018-10-01",55,0,0,14,1,70
"Westminster","11:00:00","2018-10-01",990,59,107,416,107,1679
"Bromley","12:00:00","2018-10-01",121,1,6,24,2,154
"Greenwich","12:00:00","2018-10-01",853,20,20,174,18,1085
"Hillingdon","12:00:00","2018-10-01",37,0,0,9,0,46
"Islington","12:00:00","2018-10-01",47,21,0,11,1,80
"Lambeth","12:00:00","2018-10-01",55,2,0,14,0,71
"Richmond upon Thames","12:00:00","2018-10-01",96,1,0,20,2,119
"Sutton","12:00:00","2018-10-01",64,1,0,7,0,72
"Westminster","12:00:00","2018-10-01",1049,59,97,370,74,1649
"Bromley","13:00:00","2018-10-01",73,0,7,17,1,98
"Greenwich","13:00:00","2018-10-01",863,16,27,123,18,1047
"Hillingdon","13:00:00","2018-10-01",36,0,0,6,1,43
"Islington","13:00:00","2018-10-01",52,18,0,12,3,85
"Lambeth","13:00:00","2018-10-01",65,3,1,15,1,85
"Richmond upon Thames","13:00:00","2018-10-01",90,4,0,22,0,116
"Sutton","13:00:00","2018-10-01",70,1,0,10,1,82
"Westminster","13:00:00","2018-10-01",1058,64,121,337,73,1653
"Bromley","14:00:00","2018-10-01",92,0,6,19,0,117
"Greenwich","14:00:00","2018-10-01",787,19,26,186,11,1029
"Hillingdon","14:00:00","2018-10-01",62,1,0,5,0,68
"Islington","14:00:00","2018-10-01",48,15,0,15,4,82
"Lambeth","14:00:00","2018-10-01",91,0,0,24,0,115
"Richmond upon Thames","14:00:00","2018-10-01",121,1,0,21,1,144
"Sutton","14:00:00","2018-10-01",82,3,0,10,1,96
"Westminster","14:00:00","2018-10-01",1196,84,103,437,76,1896
"Bromley","15:00:00","2018-10-01",142,3,8,25,0,178
"Greenwich","15:00:00","2018-10-01",1008,27,28,190,7,1260
"Hillingdon","15:00:00","2018-10-01",115,1,0,6,0,122
"Islington","15:00:00","2018-10-01",55,11,0,11,0,77
"Lambeth","15:00:00","2018-10-01",147,3,1,36,0,187
"Richmond upon Thames","15:00:00","2018-10-01",138,1,0,18,1,158
"Sutton","15:00:00","2018-10-01",124,0,0,11,0,135
"Westminster","15:00:00","2018-10-01",1231,73,110,418,75,1907
"Bromley","16:00:00","2018-10-01",162,2,5,35,0,204
"Greenwich","16:00:00","2018-10-01",1129,31,25,173,5,1363
"Hillingdon","16:00:00","2018-10-01",122,0,0,6,0,128
"Islington","16:00:00","2018-10-01",71,16,0,18,1,106
"Lambeth","16:00:00","2018-10-01",151,1,2,40,0,194
"Richmond upon Thames","16:00:00","2018-10-01",181,3,0,22,0,206
"Sutton","16:00:00","2018-10-01",93,2,0,12,0,107
"Westminster","16:00:00","2018-10-01",1340,120,105,381,36,1982
"Bromley","17:00:00","2018-10-01",160,3,7,22,0,192
"Greenwich","17:00:00","2018-10-01",998,59,22,135,7,1221
"Hillingdon","17:00:00","2018-10-01",89,0,0,5,0,94
"Islington","17:00:00","2018-10-01",91,19,0,14,3,127
"Lambeth","17:00:00","2018-10-01",201,7,0,47,0,255
"Richmond upon Thames","17:00:00","2018-10-01",189,3,0,13,0,205
"Sutton","17:00:00","2018-10-01",102,1,0,9,0,112
"Westminster","17:00:00","2018-10-01",1422,137,104,427,40,2130
"Bromley","18:00:00","2018-10-01",119,4,5,12,0,140
"Greenwich","18:00:00","2018-10-01",1087,61,28,111,2,1289
"Hillingdon","18:00:00","2018-10-01",46,0,0,2,0,48
"Islington","18:00:00","2018-10-01",84,19,1,13,0,117
"Lambeth","18:00:00","2018-10-01",158,10,0,31,0,199
"Richmond upon Thames","18:00:00","2018-10-01",161,1,0,13,0,175
"Sutton","18:00:00","2018-10-01",152,1,0,10,0,163
"Westminster","18:00:00","2018-10-01",1465,137,99,292,38,2031
"Croydon","07:00:00","2018-10-02",280,6,12,41,5,344
"Hackney","07:00:00","2018-10-02",29,3,0,18,1,51
"Hillingdon","07:00:00","2018-10-02",2011,28,3,319,252,2613
"Lambeth","07:00:00","2018-10-02",306,18,18,91,5,438
"Lewisham","07:00:00","2018-10-02",1074,52,42,347,28,1543
"Merton","07:00:00","2018-10-02",263,0,0,54,0,317
"Richmond upon Thames","07:00:00","2018-10-02",774,26,11,180,14,1005
"Sutton","07:00:00","2018-10-02",562,6,6,107,3,684
"Tower Hamlets","07:00:00","2018-10-02",436,26,40,249,10,761
"Waltham Forest","07:00:00","2018-10-02",509,5,23,122,5,664
"Croydon","08:00:00","2018-10-02",393,2,15,46,4,460
"Hackney","08:00:00","2018-10-02",50,3,0,25,5,83
"Hillingdon","08:00:00","2018-10-02",1972,21,14,248,211,2466
"Lambeth","08:00:00","2018-10-02",403,17,14,93,9,536
"Lewisham","08:00:00","2018-10-02",1162,58,39,274,41,1574
"Merton","08:00:00","2018-10-02",293,2,1,38,1,335
"Richmond upon Thames","08:00:00","2018-10-02",647,32,7,131,10,827
"Sutton","08:00:00","2018-10-02",798,6,3,75,2,884
"Tower Hamlets","08:00:00","2018-10-02",588,27,44,200,9,868
"Waltham Forest","08:00:00","2018-10-02",668,2,25,107,10,812
"Croydon","09:00:00","2018-10-02",293,7,21,61,9,391
"Hackney","09:00:00","2018-10-02",38,0,0,25,3,66
"Hillingdon","09:00:00","2018-10-02",1230,10,10,239,219,1708
"Lambeth","09:00:00","2018-10-02",333,17,14,85,7,456
"Lewisham","09:00:00","2018-10-02",976,26,45,285,30,1362
"Merton","09:00:00","2018-10-02",252,0,0,35,2,289
